Case ID,Activity,Complete Timestamp,Variant,Variant index,LISTADO DE ESTUDIANTES CON ALGÚN CRÉDITO EN LA CUENTA CORRIENTE ACADÉMICA DE MATERIAS DE AN PLAN 2019,Column 2,Column 3,Column 4,Column 5,Column 8,Column 9,Column 10,Column 11,Column 12
681,6406 - Fundamentos de sistemas de información,2019-12-16 00:00:00.000,Variant 58,58,1225,Agosto-setiembre 2019,53934,6406,Fundamentos de sistemas de información,P,ABN,0,por dictado,
681,7698 - Lógica y Matemática Discreta,2019-12-16 00:00:00.000,Variant 58,58,1225,Agosto-setiembre 2019,54145,7698,Lógica y Matemática Discreta,P,ELI,0,por dictado,
681,7698 - Lógica y Matemática Discreta,2019-12-16 00:00:00.000,Variant 58,58,1225,Agosto-setiembre 2019,54145,7698,Lógica y Matemática Discreta,P,ABN,0,por dictado,
681,7687 - Taller de tecnologías 1,2019-12-23 00:00:00.000,Variant 58,58,1225,Agosto-setiembre 2019,53930,7687,Taller de tecnologías 1,P,APR,98,por dictado,
681,7687 - Taller de tecnologías 1,2019-12-23 00:00:00.000,Variant 58,58,1225,Agosto-setiembre 2019,53930,7687,Taller de tecnologías 1,T,APR,98,por dictado,
1836,7687 - Taller de tecnologías 1,2019-07-15 00:00:00.000,Variant 59,59,1216,Marzo-abril 2019,52600,7687,Taller de tecnologías 1,P,APR,95,por dictado,
1836,7687 - Taller de tecnologías 1,2019-07-15 00:00:00.000,Variant 59,59,1216,Marzo-abril 2019,52600,7687,Taller de tecnologías 1,T,APR,95,por dictado,
1836,1479 - Programación 1,2019-07-22 00:00:00.000,Variant 59,59,1216,Marzo-abril 2019,52599,1479,Programación 1,P,ELI,0,por dictado,
1836,1479 - Programación 1,2019-07-22 00:00:00.000,Variant 59,59,1225,Agosto-setiembre 2019,53927,1479,Programación 1,P,ELI,0,por dictado,
1836,1479 - Programación 1,2019-12-16 00:00:00.000,Variant 59,59,1216,Marzo-abril 2019,52599,1479,Programación 1,P,ELI,0,por dictado,
1836,7698 - Lógica y Matemática Discreta,2019-12-16 00:00:00.000,Variant 59,59,1225,Agosto-setiembre 2019,54144,7698,Lógica y Matemática Discreta,P,ELI,0,por dictado,
1836,1479 - Programación 1,2019-12-16 00:00:00.000,Variant 59,59,1225,Agosto-setiembre 2019,53927,1479,Programación 1,P,ELI,0,por dictado,
754,"7108 - Ética, legislación y comunicación profesional",2019-07-12 00:00:00.000,Variant 60,60,1216,Marzo-abril 2019,52507,7108,"Ética, legislación y comunicación profesional",P,APR,76,por dictado,
754,"7108 - Ética, legislación y comunicación profesional",2019-07-12 00:00:00.000,Variant 60,60,1216,Marzo-abril 2019,52507,7108,"Ética, legislación y comunicación profesional",T,APR,76,por dictado,
754,6402 - Administración general,2019-07-25 00:00:00.000,Variant 60,60,1216,Marzo-abril 2019,52607,6402,Administración general,P,APR,81,por dictado,
754,6402 - Administración general,2019-10-16 00:00:00.000,Variant 60,60,1216,Marzo-abril 2019,52607,6402,Administración general,T,APR,89,por examen,
754,6406 - Fundamentos de sistemas de información,2019-12-16 00:00:00.000,Variant 60,60,1225,Agosto-setiembre 2019,53933,6406,Fundamentos de sistemas de información,P,APR,79,por dictado,
754,"7680 - Marketing, mercados y productos digitales",2020-07-31 00:00:00.000,Variant 60,60,1235,Marzo-abril 2020,55688,7680,"Marketing, mercados y productos digitales",P,APR,86,por dictado,
754,"7680 - Marketing, mercados y productos digitales",2020-07-31 00:00:00.000,Variant 60,60,1235,Marzo-abril 2020,55688,7680,"Marketing, mercados y productos digitales",T,APR,86,por dictado,
754,7109 - Fundamentos de matemática,2020-08-04 00:00:00.000,Variant 60,60,1235,Marzo-abril 2020,55932,7109,Fundamentos de matemática,T,APR,89,por dictado,
754,7109 - Fundamentos de matemática,2020-08-04 00:00:00.000,Variant 60,60,1235,Marzo-abril 2020,55932,7109,Fundamentos de matemática,P,APR,89,por dictado,
754,7698 - Lógica y Matemática Discreta,2020-12-22 00:00:00.000,Variant 60,60,1244,Agosto-setiembre 2020,57038,7698,Lógica y Matemática Discreta,P,APR,75,por dictado,
754,3836 - Probabilidad y estadística aplicada,2020-12-22 00:00:00.000,Variant 60,60,1244,Agosto-setiembre 2020,57032,3836,Probabilidad y estadística aplicada,P,APR,74,por dictado,
754,7698 - Lógica y Matemática Discreta,2021-02-18 00:00:00.000,Variant 60,60,1244,Agosto-setiembre 2020,57038,7698,Lógica y Matemática Discreta,T,APR,98,por examen,
754,1774 - Estructuras de datos y algoritmos 1,2021-07-19 00:00:00.000,Variant 60,60,1259,Marzo-abril 2021,58477,1774,Estructuras de datos y algoritmos 1,T,APR,93,por dictado,
754,1774 - Estructuras de datos y algoritmos 1,2021-07-19 00:00:00.000,Variant 60,60,1259,Marzo-abril 2021,58477,1774,Estructuras de datos y algoritmos 1,P,APR,93,por dictado,
754,3839 - Bases de datos 2,2021-07-23 00:00:00.000,Variant 60,60,1259,Marzo-abril 2021,57865,3839,Bases de datos 2,P,APR,89,por dictado,
754,3839 - Bases de datos 2,2021-07-23 00:00:00.000,Variant 60,60,1259,Marzo-abril 2021,57865,3839,Bases de datos 2,T,APR,89,por dictado,
754,6406 - Fundamentos de sistemas de información,2022-01-31 00:00:00.000,Variant 60,60,1225,Agosto-setiembre 2019,53933,6406,Fundamentos de sistemas de información,T,APR,75,por examen,
709,6402 - Administración general,2019-07-25 00:00:00.000,Variant 61,61,1216,Marzo-abril 2019,52584,6402,Administración general,T,APR,92,por dictado,
709,6402 - Administración general,2019-07-25 00:00:00.000,Variant 61,61,1216,Marzo-abril 2019,52584,6402,Administración general,P,APR,92,por dictado,
709,6406 - Fundamentos de sistemas de información,2019-12-16 00:00:00.000,Variant 61,61,1225,Agosto-setiembre 2019,53911,6406,Fundamentos de sistemas de información,P,APR,78,por dictado,
731,6402 - Administración general,2019-07-25 00:00:00.000,Variant 47,47,1216,Marzo-abril 2019,52607,6402,Administración general,P,APR,70,por dictado,
731,6402 - Administración general,2019-10-16 00:00:00.000,Variant 47,47,1216,Marzo-abril 2019,52607,6402,Administración general,T,ELI,0,por examen,
731,6402 - Administración general,2020-02-20 00:00:00.000,Variant 47,47,1216,Marzo-abril 2019,52607,6402,Administración general,T,APR,87,por examen,
1707,1743 - Programación 2,2019-07-15 00:00:00.000,Variant 62,62,1216,Marzo-abril 2019,52384,1743,Programación 2,T,APR,92,por dictado,
1707,1743 - Programación 2,2019-07-15 00:00:00.000,Variant 62,62,1216,Marzo-abril 2019,52384,1743,Programación 2,P,APR,92,por dictado,
1707,7109 - Fundamentos de matemática,2019-07-22 00:00:00.000,Variant 62,62,1216,Marzo-abril 2019,52583,7109,Fundamentos de matemática,P,APR,100,por dictado,
1707,7109 - Fundamentos de matemática,2019-07-22 00:00:00.000,Variant 62,62,1216,Marzo-abril 2019,52583,7109,Fundamentos de matemática,T,APR,100,por dictado,
1707,7698 - Lógica y Matemática Discreta,2019-12-16 00:00:00.000,Variant 62,62,1225,Agosto-setiembre 2019,54143,7698,Lógica y Matemática Discreta,P,APR,92,por dictado,
1707,7698 - Lógica y Matemática Discreta,2019-12-16 00:00:00.000,Variant 62,62,1225,Agosto-setiembre 2019,54143,7698,Lógica y Matemática Discreta,T,APR,92,por dictado,
1707,7669 - Fundamentos de Ingeniería  de software,2020-07-29 00:00:00.000,Variant 62,62,1235,Marzo-abril 2020,55665,7669,Fundamentos de Ingeniería  de software,P,APR,96,por dictado,
1707,7669 - Fundamentos de Ingeniería  de software,2020-07-29 00:00:00.000,Variant 62,62,1235,Marzo-abril 2020,55665,7669,Fundamentos de Ingeniería  de software,T,APR,96,por dictado,
1707,3837 - Bases de datos 1,2020-07-30 00:00:00.000,Variant 62,62,1235,Marzo-abril 2020,55664,3837,Bases de datos 1,T,APR,99,por dictado,
1707,3837 - Bases de datos 1,2020-07-30 00:00:00.000,Variant 62,62,1235,Marzo-abril 2020,55664,3837,Bases de datos 1,P,APR,99,por dictado,
1707,1774 - Estructuras de datos y algoritmos 1,2020-08-10 00:00:00.000,Variant 62,62,1235,Marzo-abril 2020,55663,1774,Estructuras de datos y algoritmos 1,P,APR,96,por dictado,
1707,1774 - Estructuras de datos y algoritmos 1,2020-08-10 00:00:00.000,Variant 62,62,1235,Marzo-abril 2020,55663,1774,Estructuras de datos y algoritmos 1,T,APR,96,por dictado,
1707,7697 - Infraestructura,2020-12-14 00:00:00.000,Variant 62,62,1244,Agosto-setiembre 2020,57031,7697,Infraestructura,T,APR,96,por dictado,
1707,7697 - Infraestructura,2020-12-14 00:00:00.000,Variant 62,62,1244,Agosto-setiembre 2020,57031,7697,Infraestructura,P,APR,96,por dictado,
1707,3839 - Bases de datos 2,2020-12-22 00:00:00.000,Variant 62,62,1244,Agosto-setiembre 2020,57030,3839,Bases de datos 2,P,APR,100,por dictado,
1707,3839 - Bases de datos 2,2020-12-22 00:00:00.000,Variant 62,62,1244,Agosto-setiembre 2020,57030,3839,Bases de datos 2,T,APR,100,por dictado,
1707,3836 - Probabilidad y estadística aplicada,2020-12-22 00:00:00.000,Variant 62,62,1244,Agosto-setiembre 2020,57032,3836,Probabilidad y estadística aplicada,P,APR,99,por dictado,
1707,3836 - Probabilidad y estadística aplicada,2020-12-22 00:00:00.000,Variant 62,62,1244,Agosto-setiembre 2020,57032,3836,Probabilidad y estadística aplicada,T,APR,99,por dictado,
1707,3924 - Diseño de aplicaciones 1,2020-12-23 00:00:00.000,Variant 62,62,1244,Agosto-setiembre 2020,57029,3924,Diseño de aplicaciones 1,P,APR,86,por dictado,
1707,3924 - Diseño de aplicaciones 1,2020-12-23 00:00:00.000,Variant 62,62,1244,Agosto-setiembre 2020,57029,3924,Diseño de aplicaciones 1,T,APR,86,por dictado,
1707,3838 - Redes,2021-07-13 00:00:00.000,Variant 62,62,1259,Marzo-abril 2021,57831,3838,Redes,P,APR,82,por dictado,
1707,6343 - Diseño de aplicaciones 2,2021-07-15 00:00:00.000,Variant 62,62,1259,Marzo-abril 2021,57829,6343,Diseño de aplicaciones 2,P,APR,86,por dictado,
1707,6343 - Diseño de aplicaciones 2,2021-07-15 00:00:00.000,Variant 62,62,1259,Marzo-abril 2021,57829,6343,Diseño de aplicaciones 2,T,APR,86,por dictado,
1707,3838 - Redes,2021-07-20 00:00:00.000,Variant 62,62,1259,Marzo-abril 2021,57831,3838,Redes,T,APR,80,por examen,
1707,7655 - Análisis y diseño funcional,2021-07-23 00:00:00.000,Variant 62,62,1315,Agosto-setiembre 2021,59670,7655,Análisis y diseño funcional,P,ABN,0,por dictado,
1707,6402 - Administración general,2021-07-26 00:00:00.000,Variant 62,62,1259,Marzo-abril 2021,58224,6402,Administración general,P,APR,97,por dictado,
1707,6402 - Administración general,2021-07-26 00:00:00.000,Variant 62,62,1259,Marzo-abril 2021,58224,6402,Administración general,T,APR,97,por dictado,
1707,7894 - Taller de visualización de datos y storytelling,2021-08-30 00:00:00.000,Variant 62,62,1314,Talleres julio-agosto 2021,59379,7894,Taller de visualización de datos y storytelling,P,APR,97,por dictado,
1707,7894 - Taller de visualización de datos y storytelling,2021-08-30 00:00:00.000,Variant 62,62,1314,Talleres julio-agosto 2021,59379,7894,Taller de visualización de datos y storytelling,T,APR,97,por dictado,
1707,7699 - Taller de seguridad informática,2021-09-09 00:00:00.000,Variant 62,62,1314,Talleres julio-agosto 2021,59377,7699,Taller de seguridad informática,T,APR,78,por dictado,
1707,7699 - Taller de seguridad informática,2021-09-09 00:00:00.000,Variant 62,62,1314,Talleres julio-agosto 2021,59377,7699,Taller de seguridad informática,P,APR,78,por dictado,
1707,6406 - Fundamentos de sistemas de información,2021-12-17 00:00:00.000,Variant 62,62,1315,Agosto-setiembre 2021,59685,6406,Fundamentos de sistemas de información,P,APR,97,por dictado,
1707,6406 - Fundamentos de sistemas de información,2021-12-17 00:00:00.000,Variant 62,62,1315,Agosto-setiembre 2021,59685,6406,Fundamentos de sistemas de información,T,APR,97,por dictado,
1707,7681 - Métodos cuantitativos para los negocios,2021-12-20 00:00:00.000,Variant 62,62,1315,Agosto-setiembre 2021,59669,7681,Métodos cuantitativos para los negocios,P,APR,94,por dictado,
1707,7681 - Métodos cuantitativos para los negocios,2021-12-20 00:00:00.000,Variant 62,62,1315,Agosto-setiembre 2021,59669,7681,Métodos cuantitativos para los negocios,T,APR,94,por dictado,
1707,7655 - Análisis y diseño funcional,2021-12-21 00:00:00.000,Variant 62,62,1315,Agosto-setiembre 2021,59670,7655,Análisis y diseño funcional,T,APR,91,por dictado,
1707,7655 - Análisis y diseño funcional,2021-12-21 00:00:00.000,Variant 62,62,1315,Agosto-setiembre 2021,59670,7655,Análisis y diseño funcional,P,APR,91,por dictado,
1707,6498 - Programación de redes,2021-12-22 00:00:00.000,Variant 62,62,1315,Agosto-setiembre 2021,59672,6498,Programación de redes,T,APR,98,por dictado,
1707,6498 - Programación de redes,2021-12-22 00:00:00.000,Variant 62,62,1315,Agosto-setiembre 2021,59672,6498,Programación de redes,P,APR,98,por dictado,
1707,7674 - Ingeniería de software ágil 1,2022-07-12 00:00:00.000,Variant 62,62,1263,Marzo-abril 2022,61366,7674,Ingeniería de software ágil 1,T,APR,95,por dictado,
1707,7674 - Ingeniería de software ágil 1,2022-07-12 00:00:00.000,Variant 62,62,1263,Marzo-abril 2022,61366,7674,Ingeniería de software ágil 1,P,APR,95,por dictado,
1707,7686 - Taller de innovación y emprendedurismo,2022-08-23 00:00:00.000,Variant 62,62,1357,Talleres julio-agosto 2022,62620,7686,Taller de innovación y emprendedurismo,P,APR,91,por dictado,
1707,7686 - Taller de innovación y emprendedurismo,2022-08-23 00:00:00.000,Variant 62,62,1357,Talleres julio-agosto 2022,62620,7686,Taller de innovación y emprendedurismo,T,APR,91,por dictado,
1707,3861 - Proyecto,2023-05-26 00:00:00.000,Variant 62,62,1359,Agosto 2022-Proyecto semestral,63880,3861,Proyecto,P,APR,100,por dictado,
1707,3861 - Proyecto,2023-05-26 00:00:00.000,Variant 62,62,1359,Agosto 2022-Proyecto semestral,63880,3861,Proyecto,T,APR,100,por dictado,
730,7109 - Fundamentos de matemática,2019-07-22 00:00:00.000,Variant 63,63,1216,Marzo-abril 2019,52601,7109,Fundamentos de matemática,T,APR,91,por dictado,
730,7109 - Fundamentos de matemática,2019-07-22 00:00:00.000,Variant 63,63,1216,Marzo-abril 2019,52601,7109,Fundamentos de matemática,P,APR,91,por dictado,
730,6402 - Administración general,2019-07-25 00:00:00.000,Variant 63,63,1216,Marzo-abril 2019,52602,6402,Administración general,P,APR,79,por dictado,
730,6402 - Administración general,2019-08-12 00:00:00.000,Variant 63,63,1216,Marzo-abril 2019,52602,6402,Administración general,T,APR,76,por examen,
730,6406 - Fundamentos de sistemas de información,2019-12-16 00:00:00.000,Variant 63,63,1225,Agosto-setiembre 2019,53933,6406,Fundamentos de sistemas de información,T,APR,93,por dictado,
730,6406 - Fundamentos de sistemas de información,2019-12-16 00:00:00.000,Variant 63,63,1225,Agosto-setiembre 2019,53933,6406,Fundamentos de sistemas de información,P,APR,93,por dictado,
730,6406 - Fundamentos de sistemas de información,2019-12-16 00:00:00.000,Variant 63,63,1225,Agosto-setiembre 2019,53933,6406,Fundamentos de sistemas de información,P,ABN,0,por dictado,
730,7698 - Lógica y Matemática Discreta,2019-12-16 00:00:00.000,Variant 63,63,1225,Agosto-setiembre 2019,54144,7698,Lógica y Matemática Discreta,P,ABN,0,por dictado,
730,7698 - Lógica y Matemática Discreta,2019-12-16 00:00:00.000,Variant 63,63,1225,Agosto-setiembre 2019,54144,7698,Lógica y Matemática Discreta,T,APR,90,por dictado,
730,7698 - Lógica y Matemática Discreta,2019-12-16 00:00:00.000,Variant 63,63,1225,Agosto-setiembre 2019,54144,7698,Lógica y Matemática Discreta,P,APR,90,por dictado,
730,"7680 - Marketing, mercados y productos digitales",2020-07-31 00:00:00.000,Variant 63,63,1235,Marzo-abril 2020,55684,7680,"Marketing, mercados y productos digitales",P,APR,88,por dictado,
730,"7680 - Marketing, mercados y productos digitales",2020-07-31 00:00:00.000,Variant 63,63,1235,Marzo-abril 2020,55684,7680,"Marketing, mercados y productos digitales",T,APR,88,por dictado,
730,1774 - Estructuras de datos y algoritmos 1,2020-08-11 00:00:00.000,Variant 63,63,1235,Marzo-abril 2020,55681,1774,Estructuras de datos y algoritmos 1,P,APR,100,por dictado,
730,1774 - Estructuras de datos y algoritmos 1,2020-08-11 00:00:00.000,Variant 63,63,1235,Marzo-abril 2020,55681,1774,Estructuras de datos y algoritmos 1,T,APR,100,por dictado,
730,7894 - Taller de visualización de datos y storytelling,2020-09-09 00:00:00.000,Variant 63,63,1242,Talleres julio-agosto 2020,56309,7894,Taller de visualización de datos y storytelling,P,APR,99,por dictado,
730,7894 - Taller de visualización de datos y storytelling,2020-09-09 00:00:00.000,Variant 63,63,1242,Talleres julio-agosto 2020,56309,7894,Taller de visualización de datos y storytelling,T,APR,99,por dictado,
730,7697 - Infraestructura,2020-12-17 00:00:00.000,Variant 63,63,1244,Agosto-setiembre 2020,57048,7697,Infraestructura,P,APR,83,por dictado,
730,3836 - Probabilidad y estadística aplicada,2020-12-23 00:00:00.000,Variant 63,63,1244,Agosto-setiembre 2020,57047,3836,Probabilidad y estadística aplicada,P,APR,98,por dictado,
730,3836 - Probabilidad y estadística aplicada,2020-12-23 00:00:00.000,Variant 63,63,1244,Agosto-setiembre 2020,57047,3836,Probabilidad y estadística aplicada,T,APR,98,por dictado,
730,3838 - Redes,2021-07-09 00:00:00.000,Variant 63,63,1259,Marzo-abril 2021,57851,3838,Redes,T,APR,90,por dictado,
730,3838 - Redes,2021-07-09 00:00:00.000,Variant 63,63,1259,Marzo-abril 2021,57851,3838,Redes,P,APR,90,por dictado,
730,7697 - Infraestructura,2021-07-20 00:00:00.000,Variant 63,63,1244,Agosto-setiembre 2020,57048,7697,Infraestructura,T,APR,79,por examen,
730,3839 - Bases de datos 2,2021-12-16 00:00:00.000,Variant 63,63,1315,Agosto-setiembre 2021,59692,3839,Bases de datos 2,P,APR,76,por dictado,
730,3839 - Bases de datos 2,2022-02-16 00:00:00.000,Variant 63,63,1315,Agosto-setiembre 2021,59692,3839,Bases de datos 2,T,ELI,0,por examen,
730,7681 - Métodos cuantitativos para los negocios,2022-07-14 00:00:00.000,Variant 63,63,1263,Marzo-abril 2022,61360,7681,Métodos cuantitativos para los negocios,P,ELI,0,por dictado,
766,7687 - Taller de tecnologías 1,2019-07-15 00:00:00.000,Variant 64,64,1216,Marzo-abril 2019,52605,7687,Taller de tecnologías 1,T,APR,94,por dictado,
766,7687 - Taller de tecnologías 1,2019-07-15 00:00:00.000,Variant 64,64,1216,Marzo-abril 2019,52605,7687,Taller de tecnologías 1,P,APR,94,por dictado,
766,7109 - Fundamentos de matemática,2019-07-16 00:00:00.000,Variant 64,64,1216,Marzo-abril 2019,52606,7109,Fundamentos de matemática,P,APR,97,por dictado,
766,7109 - Fundamentos de matemática,2019-07-16 00:00:00.000,Variant 64,64,1216,Marzo-abril 2019,52606,7109,Fundamentos de matemática,T,APR,97,por dictado,
766,1479 - Programación 1,2019-07-22 00:00:00.000,Variant 64,64,1216,Marzo-abril 2019,52604,1479,Programación 1,P,APR,92,por dictado,
766,1479 - Programación 1,2019-07-22 00:00:00.000,Variant 64,64,1216,Marzo-abril 2019,52604,1479,Programación 1,T,APR,92,por dictado,
766,6402 - Administración general,2019-07-25 00:00:00.000,Variant 64,64,1216,Marzo-abril 2019,52607,6402,Administración general,T,APR,87,por dictado,
766,6402 - Administración general,2019-07-25 00:00:00.000,Variant 64,64,1216,Marzo-abril 2019,52607,6402,Administración general,P,APR,87,por dictado,
766,7698 - Lógica y Matemática Discreta,2019-12-16 00:00:00.000,Variant 64,64,1225,Agosto-setiembre 2019,54144,7698,Lógica y Matemática Discreta,P,APR,72,por dictado,
766,1743 - Programación 2,2019-12-17 00:00:00.000,Variant 64,64,1225,Agosto-setiembre 2019,53931,1743,Programación 2,P,APR,87,por dictado,
766,1743 - Programación 2,2019-12-17 00:00:00.000,Variant 64,64,1225,Agosto-setiembre 2019,53931,1743,Programación 2,T,APR,87,por dictado,
766,1774 - Estructuras de datos y algoritmos 1,2020-08-10 00:00:00.000,Variant 64,64,1235,Marzo-abril 2020,55663,1774,Estructuras de datos y algoritmos 1,P,APR,94,por dictado,
766,1774 - Estructuras de datos y algoritmos 1,2020-08-11 00:00:00.000,Variant 64,64,1235,Marzo-abril 2020,55663,1774,Estructuras de datos y algoritmos 1,P,ABN,0,por dictado,
766,7698 - Lógica y Matemática Discreta,2021-02-18 00:00:00.000,Variant 64,64,1225,Agosto-setiembre 2019,54144,7698,Lógica y Matemática Discreta,T,APR,96,por examen,
766,7669 - Fundamentos de Ingeniería  de software,2021-07-13 00:00:00.000,Variant 64,64,1259,Marzo-abril 2021,57862,7669,Fundamentos de Ingeniería  de software,P,APR,91,por dictado,
766,7669 - Fundamentos de Ingeniería  de software,2021-07-13 00:00:00.000,Variant 64,64,1259,Marzo-abril 2021,57862,7669,Fundamentos de Ingeniería  de software,T,APR,91,por dictado,
766,3837 - Bases de datos 1,2021-07-15 00:00:00.000,Variant 64,64,1259,Marzo-abril 2021,57818,3837,Bases de datos 1,T,APR,96,por dictado,
766,3837 - Bases de datos 1,2021-07-15 00:00:00.000,Variant 64,64,1259,Marzo-abril 2021,57818,3837,Bases de datos 1,P,APR,96,por dictado,
766,3924 - Diseño de aplicaciones 1,2022-07-08 00:00:00.000,Variant 64,64,1263,Marzo-abril 2022,61529,3924,Diseño de aplicaciones 1,P,ABN,0,por dictado,
766,3924 - Diseño de aplicaciones 1,2022-07-14 00:00:00.000,Variant 64,64,1263,Marzo-abril 2022,61529,3924,Diseño de aplicaciones 1,P,ELI,0,por dictado,
712,6402 - Administración general,2019-07-25 00:00:00.000,Variant 11,11,1216,Marzo-abril 2019,52602,6402,Administración general,P,ELI,0,por dictado,
721,7109 - Fundamentos de matemática,2019-07-16 00:00:00.000,Variant 65,65,1216,Marzo-abril 2019,52606,7109,Fundamentos de matemática,P,APR,75,por dictado,
721,6402 - Administración general,2019-07-25 00:00:00.000,Variant 65,65,1216,Marzo-abril 2019,52607,6402,Administración general,P,APR,95,por dictado,
721,6402 - Administración general,2019-07-25 00:00:00.000,Variant 65,65,1216,Marzo-abril 2019,52607,6402,Administración general,T,APR,95,por dictado,
721,7109 - Fundamentos de matemática,2019-08-05 00:00:00.000,Variant 65,65,1216,Marzo-abril 2019,52606,7109,Fundamentos de matemática,T,APR,88,por examen,
721,6406 - Fundamentos de sistemas de información,2019-12-16 00:00:00.000,Variant 65,65,1225,Agosto-setiembre 2019,53934,6406,Fundamentos de sistemas de información,P,APR,88,por dictado,
721,6406 - Fundamentos de sistemas de información,2019-12-16 00:00:00.000,Variant 65,65,1225,Agosto-setiembre 2019,53934,6406,Fundamentos de sistemas de información,T,APR,88,por dictado,
721,7698 - Lógica y Matemática Discreta,2019-12-16 00:00:00.000,Variant 65,65,1225,Agosto-setiembre 2019,54145,7698,Lógica y Matemática Discreta,P,ELI,0,por dictado,
721,7698 - Lógica y Matemática Discreta,2019-12-16 00:00:00.000,Variant 65,65,1235,Marzo-abril 2020,55679,7698,Lógica y Matemática Discreta,P,ELI,0,por dictado,
721,7698 - Lógica y Matemática Discreta,2020-07-28 00:00:00.000,Variant 65,65,1225,Agosto-setiembre 2019,54145,7698,Lógica y Matemática Discreta,P,APR,72,por dictado,
721,7698 - Lógica y Matemática Discreta,2020-07-28 00:00:00.000,Variant 65,65,1235,Marzo-abril 2020,55679,7698,Lógica y Matemática Discreta,P,APR,72,por dictado,
721,"7680 - Marketing, mercados y productos digitales",2020-07-31 00:00:00.000,Variant 65,65,1235,Marzo-abril 2020,55688,7680,"Marketing, mercados y productos digitales",P,APR,76,por dictado,
721,"7680 - Marketing, mercados y productos digitales",2020-07-31 00:00:00.000,Variant 65,65,1235,Marzo-abril 2020,55688,7680,"Marketing, mercados y productos digitales",P,ABN,0,por dictado,
721,7698 - Lógica y Matemática Discreta,2020-08-04 00:00:00.000,Variant 65,65,1225,Agosto-setiembre 2019,54145,7698,Lógica y Matemática Discreta,T,ELI,0,por examen,
721,7698 - Lógica y Matemática Discreta,2020-08-04 00:00:00.000,Variant 65,65,1235,Marzo-abril 2020,55679,7698,Lógica y Matemática Discreta,T,ELI,0,por examen,
721,"7680 - Marketing, mercados y productos digitales",2020-08-05 00:00:00.000,Variant 65,65,1235,Marzo-abril 2020,55688,7680,"Marketing, mercados y productos digitales",T,APR,82,por examen,
729,7109 - Fundamentos de matemática,2019-07-22 00:00:00.000,Variant 66,66,1216,Marzo-abril 2019,52583,7109,Fundamentos de matemática,T,APR,100,por dictado,
729,7109 - Fundamentos de matemática,2019-07-22 00:00:00.000,Variant 66,66,1216,Marzo-abril 2019,52583,7109,Fundamentos de matemática,P,APR,100,por dictado,
729,6402 - Administración general,2019-07-25 00:00:00.000,Variant 66,66,1216,Marzo-abril 2019,52584,6402,Administración general,P,APR,80,por dictado,
729,6402 - Administración general,2019-08-12 00:00:00.000,Variant 66,66,1216,Marzo-abril 2019,52584,6402,Administración general,T,APR,76,por examen,
729,6406 - Fundamentos de sistemas de información,2019-12-16 00:00:00.000,Variant 66,66,1225,Agosto-setiembre 2019,53911,6406,Fundamentos de sistemas de información,P,APR,75,por dictado,
729,7698 - Lógica y Matemática Discreta,2019-12-16 00:00:00.000,Variant 66,66,1225,Agosto-setiembre 2019,54143,7698,Lógica y Matemática Discreta,T,APR,94,por dictado,
729,7698 - Lógica y Matemática Discreta,2019-12-16 00:00:00.000,Variant 66,66,1225,Agosto-setiembre 2019,54143,7698,Lógica y Matemática Discreta,P,APR,94,por dictado,
729,6406 - Fundamentos de sistemas de información,2020-02-13 00:00:00.000,Variant 66,66,1225,Agosto-setiembre 2019,53911,6406,Fundamentos de sistemas de información,T,ELI,0,por examen,
